GeneID,importance,Symbol,Description
101928661,0.0,ADGB-DT,ADGB divergent transcript
79747,0.0,ADGB,androglobin
105378041,0.0,LOC105378041,
105378040,0.0,LOC105378040,uncharacterized LOC105378040
729176,0.0,KATNBL1P6,katanin regulatory subunit B1 like 1 pseudogene 6
729178,0.0,STXBP5-AS1,STXBP5 antisense RNA 1
106182249,0.0,LUADT1,lung adenocarcinoma associated transcript 1
134957,0.0,STXBP5,syntaxin binding protein 5
105378043,0.0,LOC105378043,uncharacterized LOC105378043
389432,0.0,SAMD5,sterile alpha motif domain containing 5
105378044,0.0,LOC105378044,uncharacterized LOC105378044
23328,0.0,SASH1,SAM and SH3 domain containing 1
10090,0.0,UST,uronyl 2-sulfotransferase
107986659,0.0,LOC107986659,uncharacterized LOC107986659
100128176,0.0,UST-AS1,UST antisense RNA 1
105378047,0.0,UST-AS2,UST antisense RNA 2
105378046,0.0,LOC105378046,
23118,0.0,TAB2,TGF-beta activated kinase 1 (MAP3K7) binding protein 2
105378049,0.0,TAB2-AS1,TAB2 antisense RNA 1
387082,0.0,SUMO4,small ubiquitin like modifier 4
340152,0.0,ZC3H12D,zinc finger CCCH-type containing 12D
85313,0.0,PPIL4,peptidylprolyl isomerase like 4
116254,0.0,GINM1,glycosylated integral membrane protein 1
645958,0.0,RPS18P9,ribosomal protein S18 pseudogene 9
11104,0.0,KATNA1,katanin catalytic subunit A1
105378050,0.0,LOC105378050,
645967,0.0,LOC645967,uncharacterized LOC645967
348995,0.0,NUP43,nucleoporin 43
107986660,0.0,LOC107986660,uncharacterized LOC107986660
84918,0.0,LRP11,LDL receptor related protein 11
100652739,0.0,RAET1E-AS1,RAET1E antisense RNA 1
353091,0.0,RAET1G,retinoic acid early transcript 1G
105378052,0.0,LOC105378052,uncharacterized LOC105378052
80328,0.0,ULBP2,UL16 binding protein 2
80329,0.0,ULBP1,UL16 binding protein 1
646024,0.0,RAET1K,retinoic acid early transcript 1K pseudogene
154064,0.0,RAET1L,retinoic acid early transcript 1L
79465,0.0,ULBP3,UL16 binding protein 3
81706,0.0,PPP1R14C,protein phosphatase 1 regulatory inhibitor subunit 14C
105378054,0.0,LOC105378054,uncharacterized LOC105378054
389434,0.0,IYD,iodotyrosine deiodinase
57480,0.0,PLEKHG1,pleckstrin homology and RhoGEF domain containing G1
25902,0.0,MTHFD1L,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like
113219461,0.0,MIR12131,microRNA 12131
102723831,0.0,LOC102723831,uncharacterized LOC102723831
9590,0.0,AKAP12,A-kinase anchoring protein 12
57621,0.0,ZBTB2,zinc finger and BTB domain containing 2
55005,0.0,RMND1,required for meiotic nuclear division 1 homolog
79624,0.0,ARMT1,acidic residue methyltransferase 1
80129,0.0,CCDC170,coiled-coil domain containing 170
107986528,0.0,LOC107986528,uncharacterized LOC107986528
2099,0.0,ESR1,estrogen receptor 1
107986529,0.0,LOC107986529,uncharacterized LOC107986529
23345,0.0,SYNE1,spectrin repeat containing nuclear envelope protein 1
100505475,0.0,SYNE1-AS1,SYNE1 antisense RNA 1
105378061,0.0,LOC105378061,uncharacterized LOC105378061
80177,0.0,MYCT1,MYC target 1
7432,0.0,VIP,vasoactive intestinal peptide
105378065,0.0,LINC02840,long intergenic non-protein coding RNA 2840
26271,0.0,FBXO5,F-box protein 5
54516,0.0,MTRF1L,mitochondrial translation release factor 1 like
26575,0.0,RGS17,regulator of G protein signaling 17
105378066,0.0,LOC105378066,uncharacterized LOC105378066
107986661,0.0,LOC107986661,uncharacterized LOC107986661
4988,0.0,OPRM1,opioid receptor mu 1
26034,0.0,IPCEF1,interaction protein for cytohesin exchange factors 1
105378067,0.0,LOC105378067,uncharacterized LOC105378067
154043,0.0,CNKSR3,CNKSR family member 3
101928868,0.0,LOC101928868,uncharacterized LOC101928868
100422821,0.0,MIR1273C,microRNA 1273c
26230,0.0,TIAM2,TIAM Rac1 associated GEF 2
51106,0.0,TFB1M,"transcription factor B1, mitochondrial"
49861,0.0,CLDN20,claudin 20
50508,0.0,NOX3,NADPH oxidase 3
105378068,0.0,LOC105378068,uncharacterized LOC105378068
105378069,0.0,LOC105378069,uncharacterized LOC105378069
105378072,0.0,LOC105378072,uncharacterized LOC105378072
101928923,0.0,LOC101928923,uncharacterized LOC101928923
100302259,0.0,MIR1202,microRNA 1202
105378071,0.0,LOC105378071,uncharacterized LOC105378071
107986662,0.0,LOC107986662,
109617011,0.0,SNORD28B,"small nucleolar RNA, C/D box 28B"
105378073,0.0,LOC105378073,uncharacterized LOC105378073
57492,0.0,ARID1B,AT-rich interaction domain 1B
115308161,0.0,LOC115308161,uncharacterized LOC115308161
100616154,0.0,MIR4466,microRNA 4466
105378075,0.0,LOC105378075,uncharacterized LOC105378075
729515,0.0,TMEM242,transmembrane protein 242
112267967,0.0,LOC112267967,
105378076,0.0,LOC105378076,uncharacterized LOC105378076
79683,0.0,ZDHHC14,zinc finger DHHC-type palmitoyltransferase 14
100500899,0.0,MIR3692,microRNA 3692
105378077,0.0,LOC105378077,
107986663,0.0,LOC107986663,uncharacterized LOC107986663
51429,0.0,SNX9,sorting nexin 9
105378078,0.0,SNX9-AS1,SNX9 antisense RNA 1
8871,0.0,SYNJ2,synaptojanin 2
84947,0.0,SERAC1,serine active site containing 1
404672,0.0,GTF2H5,general transcription factor IIH subunit 5
56995,0.0,TULP4,TUB like protein 4
109623462,0.0,SNORA116,"small nucleolar RNA, H/ACA box 116"
102465694,0.0,MIR7161,microRNA 7161
6993,0.0,DYNLT1,dynein light chain Tctex-type 1
94120,0.0,SYTL3,synaptotagmin like 3
100500851,0.0,MIR3918,microRNA 3918
7430,0.0,EZR,ezrin
101409257,0.0,EZR-AS1,EZR antisense RNA 1
100130967,0.0,LINC02901,long intergenic non-protein coding RNA 2901
83861,0.0,RSPH3,radial spoke head 3
105378083,0.0,TAGAP-AS1,TAGAP antisense RNA 1
117289,0.0,TAGAP,T cell activation RhoGTPase activating protein
107986664,0.0,LOC107986664,
112267968,0.0,LOC112267968,uncharacterized LOC112267968
101929122,0.0,FNDC1-AS1,FNDC1 antisense RNA 1
84624,0.0,FNDC1,fibronectin type III domain containing 1
105378084,0.0,LOC105378084,uncharacterized LOC105378084
102724053,0.0,LINC02529,long intergenic non-protein coding RNA 2529
101929142,0.0,LOC101929142,uncharacterized LOC101929142
105378085,0.0,LOC105378085,uncharacterized LOC105378085
9589,0.0,WTAP,WT1 associated protein
100129518,0.0,SOD2-OT1,SOD2 overlapping transcript 1
39,0.0,ACAT2,acetyl-CoA acetyltransferase 2
6950,0.0,TCP1,t-complex 1
677806,0.0,SNORA20,"small nucleolar RNA, H/ACA box 20"
677812,0.0,SNORA29,"small nucleolar RNA, H/ACA box 29"
29074,0.0,MRPL18,mitochondrial ribosomal protein L18
154197,0.0,PNLDC1,PARN like ribonuclease domain containing exonuclease 1
4142,0.0,MAS1,"MAS1 proto-oncogene, G protein-coupled receptor"
3482,0.0,IGF2R,insulin like growth factor 2 receptor
100271873,0.0,AIRN,antisense of IGF2R non-protein coding RNA
729603,0.0,CHP1P2,CHP1 pseudogene 2
6580,0.0,SLC22A1,solute carrier family 22 member 1
6582,0.0,SLC22A2,solute carrier family 22 member 2
105378088,0.0,LOC105378088,uncharacterized LOC105378088
6581,0.0,SLC22A3,solute carrier family 22 member 3
80350,0.0,LPAL2,"lipoprotein(a) like 2, pseudogene"
4018,0.0,LPA,lipoprotein(a)
5340,0.0,PLG,plasminogen
105378091,0.0,LOC105378091,
112267969,0.0,LOC112267969,uncharacterized LOC112267969
105378093,0.0,LOC105378093,uncharacterized LOC105378093
102724087,0.0,LOC102724087,uncharacterized LOC102724087
4216,0.0,MAP3K4,mitogen-activated protein kinase kinase kinase 4
56895,0.0,AGPAT4,1-acylglycerol-3-phosphate O-acyltransferase 4
79992,0.0,AGPAT4-IT1,AGPAT4 intronic transcript 1
105378094,0.0,LOC105378094,uncharacterized LOC105378094
5071,0.0,PRKN,parkin RBR E3 ubiquitin protein ligase
105378098,0.0,LOC105378098,uncharacterized LOC105378098
105378097,0.0,LOC105378097,uncharacterized LOC105378097
105369171,0.0,LOC105369171,uncharacterized LOC105369171
135138,0.0,PACRG,parkin coregulated
101929239,0.0,PACRG-AS2,PACRG antisense RNA 2
729658,0.0,PACRG-AS3,PACRG antisense RNA 3
105378095,0.0,LOC105378095,uncharacterized LOC105378095
285796,0.0,PACRG-AS1,PACRG antisense RNA 1
401282,0.0,DKFZp451B082,uncharacterized LOC401282
105378099,0.0,LOC105378099,uncharacterized LOC105378099
105378100,0.0,LOC105378100,uncharacterized LOC105378100
100526820,0.0,CAHM,colon adenocarcinoma hypermethylated
102724152,0.0,LOC102724152,uncharacterized LOC102724152
107986666,0.0,LOC107986666,
105378105,0.0,LOC105378105,
105378104,0.0,LOC105378104,uncharacterized LOC105378104
105378102,0.0,LOC105378102,uncharacterized LOC105378102
105378106,0.0,LOC105378106,uncharacterized LOC105378106
105378110,0.0,LOC105378110,
105378109,0.0,LOC105378109,uncharacterized LOC105378109
105379712,0.0,LOC105379712,uncharacterized LOC105379712
107986667,0.0,LOC107986667,uncharacterized LOC107986667
105378111,0.0,MEAT6,melanoma-associated transcript 6
168090,0.0,C6orf118,chromosome 6 open reading frame 118
105378113,0.0,LOC105378113,uncharacterized LOC105378113
10846,0.0,PDE10A,phosphodiesterase 10A
105378116,0.0,LOC105378116,uncharacterized LOC105378116
105378115,0.0,LOC105378115,uncharacterized LOC105378115
105378114,0.0,LOC105378114,uncharacterized LOC105378114
90632,0.0,LINC00473,long intergenic non-protein coding RNA 473
441177,0.0,LINC00602,long intergenic non-protein coding RNA 602
105378117,0.0,LOC105378117,uncharacterized LOC105378117
729681,0.0,LOC729681,uncharacterized LOC729681
6862,0.0,TBXT,T-box transcription factor T
101929297,0.0,LOC101929297,uncharacterized LOC101929297
107986668,0.0,LOC107986668,uncharacterized LOC107986668
105378118,0.0,LOC105378118,uncharacterized LOC105378118
285800,0.0,PRR18,proline rich 18
107986669,0.0,LOC107986669,uncharacterized LOC107986669
100289495,0.0,LOC100289495,uncharacterized LOC100289495
51660,0.0,MPC1,mitochondrial pyruvate carrier 1
6196,0.0,RPS6KA2,ribosomal protein S6 kinase A2
100874353,0.0,RPS6KA2-IT1,RPS6KA2 intronic transcript 1
100302141,0.0,MIR1913,microRNA 1913
107986671,0.0,LOC107986671,uncharacterized LOC107986671
100861523,0.0,RPS6KA2-AS1,RPS6KA2 antisense RNA 1
8635,0.0,RNASET2,ribonuclease T2
105378120,0.0,LOC105378120,uncharacterized LOC105378120
100500857,0.0,MIR3939,microRNA 3939
11116,0.0,CEP43,centrosomal protein 43
1235,0.0,CCR6,C-C motif chemokine receptor 6
105378122,0.0,LOC105378122,
107986672,0.0,LOC107986672,uncharacterized LOC107986672
112267970,0.0,LOC112267970,uncharacterized LOC112267970
401285,0.0,TCP10L2,"t-complex 10 like 2, pseudogene"
2853,0.0,GPR31,G protein-coupled receptor 31
105378123,0.0,LOC105378123,uncharacterized LOC105378123
112590798,0.0,HPAT5,human pluripotency-associated transcript 5
102724220,0.0,LOC102724220,uncharacterized LOC102724220
102725048,0.0,LOC102725048,uncharacterized LOC102725048
54346,0.0,UNC93A,unc-93 homolog A
6953,0.0,TCP10L3,"t-complex 10 like 3, pseudogene"
105378126,0.0,LOC105378126,uncharacterized LOC105378126
105378127,0.0,LOC105378127,uncharacterized LOC105378127
105378128,0.0,LOC105378128,uncharacterized LOC105378128
107986546,0.0,LOC107986546,uncharacterized LOC107986546
105378129,0.0,LOC105378129,uncharacterized LOC105378129
105378130,0.0,LOC105378130,uncharacterized LOC105378130
105378131,0.0,LOC105378131,uncharacterized LOC105378131
401286,0.0,LINC02538,long intergenic non-protein coding RNA 2538
441178,0.0,LINC02487,long intergenic non-protein coding RNA 2487
105378132,0.0,LOC105378132,replaced by ID 441178
107986547,0.0,LOC107986547,uncharacterized LOC107986547
26238,0.0,LINC01558,long intergenic non-protein coding RNA 1558
441179,0.0,LOC441179,uncharacterized LOC441179
653483,0.0,AFDN-DT,AFDN divergent transcript
4301,0.0,AFDN,"afadin, adherens junction formation factor"
107986673,0.0,LOC107986673,uncharacterized LOC107986673
100128124,0.0,HGC6.3,uncharacterized LOC100128124
100505879,0.0,KIF25-AS1,KIF25 antisense RNA 1
3834,0.0,KIF25,kinesin family member 25
105378135,0.0,LOC105378135,uncharacterized LOC105378135
79981,0.0,FRMD1,FERM domain containing 1
107986548,0.0,LOC107986548,uncharacterized LOC107986548
105378137,0.0,LOC105378137,uncharacterized LOC105378137
101929420,0.0,LOC101929420,uncharacterized LOC101929420
168002,0.0,DACT2,dishevelled binding antagonist of beta catenin 2
105378138,0.0,LOC105378138,
105378139,0.0,LOC105378139,uncharacterized LOC105378139
107986549,0.0,LOC107986549,uncharacterized LOC107986549
105378140,0.0,LOC105378140,uncharacterized LOC105378140
105378141,0.0,LOC105378141,uncharacterized LOC105378141
64094,0.0,SMOC2,SPARC related modular calcium binding 2
105378142,0.0,LOC105378142,uncharacterized LOC105378142
105378143,0.0,LOC105378143,uncharacterized LOC105378143
107986550,0.0,LOC107986550,uncharacterized LOC107986550
105378144,0.0,LOC105378144,uncharacterized LOC105378144
107986551,0.0,LOC107986551,
105378146,0.0,LOC105378146,uncharacterized LOC105378146
105378145,0.0,LOC105378145,uncharacterized LOC105378145
101929460,0.0,LOC101929460,uncharacterized LOC101929460
102724357,0.0,LOC102724357,uncharacterized LOC102724357
101929484,0.0,LINC01615,long intergenic non-protein coding RNA 1615
101929504,0.0,LINC02544,long intergenic non-protein coding RNA 2544
101929523,0.0,THBS2-AS1,THBS2 antisense RNA 1
7058,0.0,THBS2,thrombospondin 2
105378148,0.0,LOC105378148,uncharacterized LOC105378148
105378147,0.0,LINC02519,long intergenic non-protein coding RNA 2519
253769,0.0,WDR27,WD repeat domain 27
387263,0.0,C6orf120,chromosome 6 open reading frame 120
55274,0.0,PHF10,PHD finger protein 10
6991,0.0,DYNLT2,dynein light chain Tctex-type 2
55780,0.0,ERMARD,ER membrane associated RNA degradation
401288,0.0,LINC00242,long intergenic non-protein coding RNA 242
80069,0.0,LINC00574,long intergenic non-protein coding RNA 574
105378149,0.0,LOC105378149,zinc finger protein 227-like
107986674,0.0,LOC107986674,uncharacterized LOC107986674
107986675,0.0,LOC107986675,uncharacterized LOC107986675
102724475,0.0,LOC102724475,
105378150,0.0,LOC105378150,uncharacterized LOC105378150
101929614,0.0,LOC101929614,proline-rich receptor-like protein kinase PERK10
105378153,0.0,LOC105378153,uncharacterized LOC105378153
102724511,0.0,LOC102724511,uncharacterized LOC102724511
154449,0.0,LOC154449,uncharacterized LOC154449
285804,0.0,LOC285804,uncharacterized LOC285804
401289,0.0,LINC01624,long intergenic non-protein coding RNA 1624
28514,0.0,DLL1,delta like canonical Notch ligand 1
84498,0.0,FAM120B,family with sequence similarity 120B
112267971,0.0,LOC112267971,
107986676,0.0,LOC107986676,uncharacterized LOC107986676
105378161,0.0,LOC105378161,
105378157,0.0,LOC105378157,uncharacterized LOC105378157
5689,0.0,PSMB1,proteasome 20S subunit beta 1
6908,0.0,TBP,TATA-box binding protein
5134,0.0,PDCD2,programmed cell death 2
107986677,0.0,LOC107986677,replaced by ID 101929692
107986678,0.0,LOC107986678,replaced by ID 101929692
101929692,0.0,LOC101929692,uncharacterized LOC101929692
102723872,0.0,LOC102723872,uncharacterized LOC102723872
105375112,0.0,LOC105375112,putative protein FAM157B
107986751,0.0,LOC107986751,
105375113,0.0,LOC105375113,uncharacterized LOC105375113
101929756,0.0,LOC101929756,uncharacterized LOC101929756
105375114,0.0,LOC105375114,uncharacterized LOC105375114
102723672,0.0,LINC03015,long intergenic non-protein coding RNA 3015
100507642,0.0,LINC03014,long intergenic non-protein coding RNA 3014
105375115,0.0,LOC105375115,uncharacterized LOC105375115
105375116,0.0,LOC105375116,TRIO and F-actin-binding protein-like
56975,0.0,FAM20C,FAM20C golgi associated secretory pathway kinase
100288524,0.0,FOXL3-OT1,FOXL3 overlapping transcript 1
105375118,0.0,LOC105375118,uncharacterized LOC105375118
442497,0.0,LOC442497,uncharacterized LOC442497
5154,0.0,PDGFA,platelet derived growth factor subunit A
441307,0.0,PDGFA-DT,PDGFA divergent transcript
101927000,0.0,PRKAR1B-AS2,PRKAR1B antisense RNA 2
101926963,0.0,PRKAR1B-AS1,PRKAR1B antisense RNA 1
105375119,0.0,LOC105375119,uncharacterized LOC105375119
23353,0.0,SUN1,Sad1 and UNC84 domain containing 1
51608,0.0,GET4,guided entry of tail-anchored proteins factor 4
11033,0.0,ADAP1,ArfGAP with dual PH domains 1
90639,0.0,COX19,cytochrome c oxidase assembly factor COX19
84310,0.0,C7orf50,chromosome 7 open reading frame 50
54905,0.0,CYP2W1,cytochrome P450 family 2 subfamily W member 1
442907,0.0,MIR339,microRNA 339
115330,0.0,GPR146,G protein-coupled receptor 146
107986755,0.0,LOC107986755,replaced by ID 105375120
105375120,0.0,LOC105375120,uncharacterized LOC105375120
2852,0.0,GPER1,G protein-coupled estrogen receptor 1
102723758,0.0,LOC102723758,uncharacterized LOC102723758
90637,0.0,ZFAND2A,zinc finger AN1-type containing 2A
101927021,0.0,ZFAND2A-DT,ZFAND2A divergent transcript
340260,0.0,UNCX,UNC homeobox
79778,0.0,MICALL2,MICAL like 2
107986756,0.0,MICALL2-DT,MICALL2 divergent transcript
26173,0.0,INTS1,integrator complex subunit 1
7975,0.0,MAFK,MAF bZIP transcription factor K
100128653,0.0,LOC100128653,uncharacterized LOC100128653
202915,0.0,TMEM184A,transmembrane protein 184A
84262,0.0,PSMG3,proteasome assembly chaperone 3
114796,0.0,PSMG3-AS1,PSMG3 antisense RNA 1 (head to head)
105375122,0.0,LOC105375122,replaced by ID 105375123
105375123,0.0,LOC105375123,uncharacterized LOC105375123
260341,0.0,TFAMP1,"transcription factor A, mitochondrial pseudogene 1"
107986757,0.0,LOC107986757,
392617,0.0,ELFN1,extracellular leucine rich repeat and fibronectin type III domain containing 1
401296,0.0,LNCRI,lncRNA radiation induced regulator of PLK1 and RAD51
105375124,0.0,LOC105375124,uncharacterized LOC105375124
101927125,0.0,ELFN1-AS1,ELFN1 antisense RNA 1
8379,0.0,MAD1L1,mitotic arrest deficient 1 like 1
105375128,0.0,LOC105375128,
100127955,0.0,LOC100127955,uncharacterized LOC100127955
100616160,0.0,MIR4655,microRNA 4655
109623488,0.0,SNORA114,"small nucleolar RNA, H/ACA box 114"
105375127,0.0,LOC105375127,uncharacterized LOC105375127
105375126,0.0,LOC105375126,uncharacterized LOC105375126
29960,0.0,MRM2,mitochondrial rRNA methyltransferase 2
4521,0.0,NUDT1,nudix hydrolase 1
29886,0.0,SNX8,sorting nexin 8
102465503,0.0,MIR6836,microRNA 6836
8662,0.0,EIF3B,eukaryotic translation initiation factor 3 subunit B
55501,0.0,CHST12,carbohydrate sulfotransferase 12
402635,0.0,GRIFIN,galectin-related inter-fiber protein
107986758,0.0,LOC107986758,
107986759,0.0,LOC107986759,uncharacterized LOC107986759
3955,0.0,LFNG,LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase
100616116,0.0,MIR4648,microRNA 4648
221927,0.0,BRAT1,BRCA1 associated ATM activator 1
23288,0.0,IQCE,IQ motif containing E
107986760,0.0,LOC107986760,uncharacterized LOC107986760
80727,0.0,TTYH3,tweety family member 3
155185,0.0,AMZ1,archaelysin family metallopeptidase 1
2768,0.0,GNA12,G protein subunit alpha 12
101927256,0.0,CARD11-AS1,CARD11 antisense RNA 1
107986761,0.0,LOC107986761,
105375130,0.0,LOC105375130,uncharacterized LOC105375130
